time,X,Y,Z,SVM,,time,X,Y,Z,SVM,,,,,,,,,,,,,,time,X,Y,Z,SVM
4.564259,0.3652,0.7546,-0.5165,0.985,,4.564259,0.3652,0.7546,0.5165,0.985,,,,,,,,,,,,,,1.698,1.698,1.4976,4.4469,4.99
4.56896,0.4535,0.8211,-0.2649,0.975,,4.56896,0.4535,0.8211,0.2649,0.975,,,,,,,,,,,,,,1.7655,1.7655,1.3522,4.7405,5.236
4.574502,0.5419,0.881,-0.0228,1.035,,4.574502,0.5419,0.881,0.0228,1.035,,,,,,,,,,,,,,1.8134,1.8134,1.2574,5.0815,5.54
4.579019,0.5899,0.8983,0.1405,1.084,,4.579019,0.5899,0.8983,0.1405,1.084,,,,,,,,,,,,,,1.8638,1.8638,1.16,5.3887,5.819
4.583886,0.6455,0.9257,0.3016,1.168,,4.583886,0.6455,0.9257,0.3016,1.168,,,,,,,,,,,,,,1.9053,1.9053,1.1265,5.6215,6.042
4.589509,0.6973,0.9512,0.4342,1.257,,4.589509,0.6973,0.9512,0.4342,1.257,,,,,,,,,,,,,,1.9406,1.9406,1.1037,5.7755,6.192
4.593993,0.7931,0.9442,0.5311,1.343,,4.593993,0.7931,0.9442,0.5311,1.343,,,,,,,,,,,,,,1.9701,1.9701,1.0457,5.8724,6.282
4.598936,0.8545,0.972,0.5923,1.423,,4.598936,0.8545,0.972,0.5923,1.423,,,,,,,,,,,,,,1.9651,1.9651,0.8849,5.9242,6.304
4.603855,0.8413,0.9561,0.6702,1.439,,4.603855,0.8413,0.9561,0.6702,1.439,,,,,,,,,,,,,,1.9422,1.9422,0.6616,5.9194,6.265
4.60896,0.773,0.9379,0.7266,1.416,,4.60896,0.773,0.9379,0.7266,1.416,,,,,,,,,,,,,,1.9535,1.9535,0.2821,5.9156,6.236
4.614289,0.6477,0.8627,0.8283,1.36,,4.614289,0.6477,0.8627,0.8283,1.36,,,,,,,,,,,,,,1.9357,1.9357,0.1128,5.9297,6.239
4.619268,0.5367,0.7715,1.0374,1.4,,4.619268,0.5367,0.7715,1.0374,1.4,,,,,,,,,,,,,,1.9356,1.9356,0.55,5.888,6.222
4.625933,0.4085,0.6596,1.294,1.509,,4.625933,0.4085,0.6596,1.294,1.509,,,,,,,,,,,,,,1.993,1.993,0.8983,5.8673,6.261
4.629541,0.3199,0.5747,1.6052,1.735,,4.629541,0.3199,0.5747,1.6052,1.735,,,,,,,,,,,,,,2.0404,2.0404,1.1752,5.7554,6.218
4.639556,0.2104,0.4829,1.9472,2.017,,4.639556,0.2104,0.4829,1.9472,2.017,,,,,,,,,,,,,,2.0893,2.0893,1.393,5.4881,6.035
4.640182,0.1366,0.3981,2.2816,2.32,,4.640182,0.1366,0.3981,2.2816,2.32,,,,,,,,,,,,,,2.1323,2.1323,1.5065,5.0799,5.712
4.645256,0.112,0.3365,2.5847,2.609,,4.645256,0.112,0.3365,2.5847,2.609,,,,,,,,,,,,,,2.1789,2.1789,1.5782,4.4882,5.233
4.649484,0.1141,0.3194,2.8398,2.86,,4.649484,0.1141,0.3194,2.8398,2.86,,,,,,,,,,,,,,2.2123,2.2123,1.6149,3.7896,4.676
4.654091,0.1043,0.3225,2.9921,3.011,,4.654091,0.1043,0.3225,2.9921,3.011,,,,,,,,,,,,,,2.2211,2.2211,1.6379,2.9725,4.056
4.659197,0.0655,0.3602,3.0799,3.102,,4.659197,0.0655,0.3602,3.0799,3.102,,,,,,,,,,,,,,2.2276,2.2276,1.6374,2.1514,3.503
4.665387,0.0696,0.3847,3.096,3.121,,4.665387,0.0696,0.3847,3.096,3.121,,,,,,,,,,,,,,2.2283,2.2283,1.6391,1.3119,3.061
4.668812,0.0642,0.4371,3.0047,3.037,,4.668812,0.0642,0.4371,3.0047,3.037,,,,,,,,,,,,,,2.2673,2.2673,1.6711,0.4944,2.86
4.674307,0.0258,0.4534,2.7939,2.831,,4.674307,0.0258,0.4534,2.7939,2.831,,,,,,,,,,,,,,2.3414,2.3414,1.6801,0.3086,2.898
4.679075,-0.028,0.4846,2.5618,2.607,,4.679075,0.028,0.4846,2.5618,2.607,,,,,,,,,,,,,,2.4208,2.4208,1.6869,1.0642,3.137
4.685204,-0.0798,0.4836,2.3439,2.395,,4.685204,0.0798,0.4836,2.3439,2.395,,,,,,,,,,,,,,2.5333,2.5333,1.7,1.7178,3.501
4.688878,-0.1339,0.4967,2.145,2.206,,4.688878,0.1339,0.4967,2.145,2.206,,,,,,,,,,,,,,2.6392,2.6392,1.6777,2.2965,3.88
4.694522,-0.209,0.5268,1.9553,2.036,,4.694522,0.209,0.5268,1.9553,2.036,,,,,,,,,,,,,,2.7009,2.7009,1.6738,2.808,4.24
4.699181,-0.2476,0.5603,1.8703,1.968,,4.699181,0.2476,0.5603,1.8703,1.968,,,,,,,,,,,,,,2.6994,2.6994,1.7302,3.2458,4.562
4.705628,-0.262,0.6117,1.8276,1.945,,4.705628,0.262,0.6117,1.8276,1.945,,,,,,,,,,,,,,2.6897,2.6897,1.7976,3.5484,4.802
4.70926,-0.3001,0.6622,1.7935,1.935,,4.70926,0.3001,0.6622,1.7935,1.935,,,,,,,,,,,,,,2.6546,2.6546,1.9298,3.7308,4.969
4.714072,-0.4096,0.6214,1.7848,1.934,,4.714072,0.4096,0.6214,1.7848,1.934,,,,,,,,,,,,,,2.5815,2.5815,2.0323,3.796,5.02
4.719785,-0.5569,0.4607,1.8182,1.957,,4.719785,0.5569,0.4607,1.8182,1.957,,,,,,,,,,,,,,2.4671,2.4671,2.1282,3.8138,5.016
4.725546,-0.7676,0.1208,1.8934,2.047,,4.725546,0.7676,0.1208,1.8934,2.047,,,,,,,,,,,,,,2.3947,2.3947,2.2167,3.6914,4.927
4.729288,-0.9843,-0.2759,2.0369,2.279,,4.729288,0.9843,0.2759,2.0369,2.279,,,,,,,,,,,,,,2.251,2.251,2.233,3.484,4.711
4.737969,-1.25,-0.7439,2.2773,2.702,,4.737969,1.25,0.7439,2.2773,2.702,,,,,,,,,,,,,,2.098,2.098,2.1343,3.2538,4.421
4.73927,-1.4505,-1.2457,2.5955,3.224,,4.73927,1.4505,1.2457,2.5955,3.224,,,,,,,,,,,,,,1.9569,1.9569,2.0309,2.9459,4.078
4.745154,-1.5467,-1.6842,3.0371,3.802,,4.745154,1.5467,1.6842,3.0371,3.802,,,,,,,,,,,,,,1.898,1.898,2.0283,2.6676,3.851
4.749051,-1.5939,-2.0072,3.557,4.384,,4.749051,1.5939,2.0072,3.557,4.384,,,,,,,,,,,,,,1.8529,1.8529,2.0816,2.4089,3.684
4.754274,-1.553,-2.227,4.0838,4.904,,4.754274,1.553,2.227,4.0838,4.904,,,,,,,,,,,,,,1.7544,1.7544,2.1153,2.1047,3.461
4.759067,-1.4489,-2.4627,4.4721,5.307,,4.759067,1.4489,2.4627,4.4721,5.307,,,,,,,,,,,,,,1.6497,1.6497,2.1088,1.879,3.271
4.765289,-1.2557,-2.6709,4.7032,5.553,,4.765289,1.2557,2.6709,4.7032,5.553,,,,,,,,,,,,,,1.5271,1.5271,2.0465,1.6643,3.048
4.769198,-0.9977,-2.8744,4.7394,5.632,,4.769198,0.9977,2.8744,4.7394,5.632,,,,,,,,,,,,,,1.4011,1.4011,1.9966,1.4529,2.839
4.774101,-0.7315,-3.0311,4.5475,5.514,,4.774101,0.7315,3.0311,4.5475,5.514,,,,,,,,,,,,,,1.3056,1.3056,1.9315,1.2754,2.657
4.778915,-0.4922,-3.1461,4.0706,5.168,,4.778915,0.4922,3.1461,4.0706,5.168,,,,,,,,,,,,,,1.1762,1.1762,1.8714,1.1361,2.485
4.785422,-0.259,-3.212,3.4717,4.737,,4.785422,0.259,3.212,3.4717,4.737,,,,,,,,,,,,,,1.0464,1.0464,1.8245,1.0322,2.343
4.789044,-0.0927,-3.1593,2.7916,4.217,,4.789044,0.0927,3.1593,2.7916,4.217,,,,,,,,,,,,,,0.9237,0.9237,1.794,0.9561,2.233
4.794185,-0.033,-2.9874,2.0735,3.637,,4.794185,0.033,2.9874,2.0735,3.637,,,,,,,,,,,,,,0.7845,0.7845,1.7397,0.9291,2.123
4.799317,0.0108,-2.7813,1.286,3.064,,4.799317,0.0108,2.7813,1.286,3.064,,,,,,,,,,,,,,0.6457,0.6457,1.6811,0.9367,2.03
4.805229,-0.0148,-2.5085,0.5224,2.562,,4.805229,0.0148,2.5085,0.5224,2.562,,,,,,,,,,,,,,0.5292,0.5292,1.6567,0.9574,1.985
4.809268,-0.0438,-2.1984,-0.2417,2.212,,4.809268,0.0438,2.1984,0.2417,2.212,,,,,,,,,,,,,,0.4349,0.4349,1.6424,1.0221,1.983
4.814761,-0.0441,-1.8833,-0.9253,2.099,,4.814761,0.0441,1.8833,0.9253,2.099,,,,,,,,,,,,,,0.3438,0.3438,1.6356,1.0855,1.993
4.819186,-0.1273,-1.5616,-1.5503,2.204,,4.819186,0.1273,1.5616,1.5503,2.204,,,,,,,,,,,,,,0.2822,0.2822,1.5884,1.1715,1.994
4.825608,-0.2089,-1.2418,-2.0789,2.431,,4.825608,0.2089,1.2418,2.0789,2.431,,,,,,,,,,,,,,0.2475,0.2475,1.5673,1.2516,2.021
4.82923,-0.3143,-0.9588,-2.4587,2.658,,4.82923,0.3143,0.9588,2.4587,2.658,,,,,,,,,,,,,,0.2014,0.2014,1.5316,1.3522,2.053
4.835278,-0.5263,-0.7619,-2.7573,2.909,,4.835278,0.5263,0.7619,2.7573,2.909,,,,,,,,,,,,,,0.1981,0.1981,1.4976,1.466,2.105
4.842468,-0.794,-0.6216,-2.9223,3.091,,4.842468,0.794,0.6216,2.9223,3.091,,,,,,,,,,,,,,0.1561,0.1561,1.4389,1.5407,2.114
4.845722,-1.1268,-0.5728,-2.9947,3.251,,4.845722,1.1268,0.5728,2.9947,3.251,,,,,,,,,,,,,,0.1083,0.1083,1.4172,1.6121,2.149
4.849165,-1.4752,-0.5863,-2.9173,3.321,,4.849165,1.4752,0.5863,2.9173,3.321,,,,,,,,,,,,,,0.0399,0.0399,1.3631,1.6924,2.173
4.854104,-1.7407,-0.6093,-2.7168,3.284,,4.854104,1.7407,0.6093,2.7168,3.284,,,,,,,,,,,,,,0.0638,0.0638,1.305,1.7816,2.209
4.8595,-1.9809,-0.575,-2.3908,3.158,,4.8595,1.9809,0.575,2.3908,3.158,,,,,,,,,,,,,,0.1625,0.1625,1.2476,1.9133,2.29
4.86537,-2.1383,-0.5506,-2.047,3.011,,4.86537,2.1383,0.5506,2.047,3.011,,,,,,,,,,,,,,0.2252,0.2252,1.1618,2.0564,2.373
4.868961,-2.2176,-0.5724,-1.6567,2.827,,4.868961,2.2176,0.5724,1.6567,2.827,,,,,,,,,,,,,,0.2424,0.2424,1.1002,2.2087,2.479
4.875873,-2.2137,-0.5954,-1.3347,2.653,,4.875873,2.2137,0.5954,1.3347,2.653,,,,,,,,,,,,,,0.2933,0.2933,1.0315,2.3798,2.61
4.879398,-2.1711,-0.68,-1.0139,2.491,,4.879398,2.1711,0.68,1.0139,2.491,,,,,,,,,,,,,,0.3129,0.3129,0.9722,2.553,2.75
4.885529,-2.0889,-0.7548,-0.7636,2.349,,4.885529,2.0889,0.7548,0.7636,2.349,,,,,,,,,,,,,,0.3296,0.3296,0.9028,2.7381,2.902
4.889752,-1.9487,-0.8059,-0.562,2.182,,4.889752,1.9487,0.8059,0.562,2.182,,,,,,,,,,,,,,0.3216,0.3216,0.847,2.928,3.065
4.894247,-1.8158,-0.8603,-0.3948,2.048,,4.894247,1.8158,0.8603,0.3948,2.048,,,,,,,,,,,,,,0.2887,0.2887,0.814,3.1133,3.231
4.899232,-1.6736,-0.9207,-0.3478,1.942,,4.899232,1.6736,0.9207,0.3478,1.942,,,,,,,,,,,,,,0.2833,0.2833,0.7557,3.2465,3.345
4.905674,-1.4786,-0.9538,-0.3731,1.799,,4.905674,1.4786,0.9538,0.3731,1.799,,,,,,,,,,,,,,0.26,0.26,0.7243,3.3659,3.453
4.909007,-1.2753,-0.972,-0.5111,1.683,,4.909007,1.2753,0.972,0.5111,1.683,,,,,,,,,,,,,,0.2544,0.2544,0.6597,3.3976,3.47
4.914359,-1.1009,-0.9943,-0.6946,1.638,,4.914359,1.1009,0.9943,0.6946,1.638,,,,,,,,,,,,,,0.2499,0.2499,0.6024,3.3897,3.452
4.91936,-0.949,-1.023,-0.8973,1.659,,4.91936,0.949,1.023,0.8973,1.659,,,,,,,,,,,,,,0.2803,0.2803,0.531,3.3542,3.407
4.925579,-0.8325,-1.0367,-1.1165,1.736,,4.925579,0.8325,1.0367,1.1165,1.736,,,,,,,,,,,,,,0.2856,0.2856,0.4858,3.2528,3.301
4.93236,-0.7506,-1.0118,-1.295,1.807,,4.93236,0.7506,1.0118,1.295,1.807,,,,,,,,,,,,,,0.2876,0.2876,0.4431,3.0762,3.121
4.939633,-0.6546,-0.9936,-1.4494,1.875,,4.939633,0.6546,0.9936,1.4494,1.875,,,,,,,,,,,,,,0.2601,0.2601,0.3958,2.9104,2.949
4.940074,-0.5725,-0.9517,-1.5317,1.892,,4.940074,0.5725,0.9517,1.5317,1.892,,,,,,,,,,,,,,0.2342,0.2342,0.3726,2.7004,2.736
4.945611,-0.4802,-0.9054,-1.6018,1.902,,4.945611,0.4802,0.9054,1.6018,1.902,,,,,,,,,,,,,,0.1881,0.1881,0.3404,2.47,2.5
4.949558,-0.3987,-0.8623,-1.6644,1.916,,4.949558,0.3987,0.8623,1.6644,1.916,,,,,,,,,,,,,,0.1067,0.1067,0.3091,2.1474,2.172
4.954284,-0.3419,-0.8609,-1.7098,1.945,,4.954284,0.3419,0.8609,1.7098,1.945,,,,,,,,,,,,,,0.0165,0.0165,0.2813,1.8353,1.857
4.959217,-0.2476,-0.8271,-1.7334,1.936,,4.959217,0.2476,0.8271,1.7334,1.936,,,,,,,,,,,,,,0.0086,0.0086,0.2695,1.5622,1.585
4.966073,-0.1706,-0.7875,-1.7517,1.928,,4.966073,0.1706,0.7875,1.7517,1.928,,,,,,,,,,,,,,0.0471,0.0471,0.25,1.3112,1.336
4.96901,-0.1113,-0.7208,-1.7768,1.921,,4.96901,0.1113,0.7208,1.7768,1.921,,,,,,,,,,,,,,0.0296,0.0296,0.2113,1.0988,1.119
4.974306,-0.0746,-0.6774,-1.7895,1.915,,4.974306,0.0746,0.6774,1.7895,1.915,,,,,,,,,,,,,,0.0065,0.0065,0.2252,0.8627,0.892
4.979331,-0.0559,-0.5928,-1.8256,1.92,,4.979331,0.0559,0.5928,1.8256,1.92,,,,,,,,,,,,,,0.0005,0.0005,0.12,0.6459,0.657
4.985322,-0.091,-0.5293,-1.8636,1.939,,4.985322,0.091,0.5293,1.8636,1.939,,,,,,,,,,,,,,0.0021,0.0021,0.0226,0.4099,0.411
4.989336,-0.1036,-0.4388,-1.9418,1.993,,4.989336,0.1036,0.4388,1.9418,1.993,,,,,,,,,,,,,,0.0241,0.0241,0.1194,0.2026,0.236
4.994528,-0.1369,-0.3284,-1.9932,2.025,,4.994528,0.1369,0.3284,1.9932,2.025,,,,,,,,,,,,,,0.0375,0.0375,0.2577,0.0286,0.262
4.999188,-0.1815,-0.2359,-2.1041,2.125,,4.999188,0.1815,0.2359,2.1041,2.125,,,,,,,,,,,,,,0.0234,0.0234,0.3876,0.1051,0.402
5.006077,-0.2349,-0.1346,-2.2362,2.252,,5.006077,0.2349,0.1346,2.2362,2.252,,,,,,,,,,,,,,0.0439,0.0439,0.5113,0.2034,0.552
5.009568,-0.29,-0.0525,-2.3537,2.372,,5.009568,0.29,0.0525,2.3537,2.372,,,,,,,,,,,,,,0.1639,0.1639,0.5737,0.2925,0.664
5.014215,-0.3565,0.0396,-2.4354,2.462,,5.014215,0.3565,0.0396,2.4354,2.462,,,,,,,,,,,,,,0.3007,0.3007,0.6275,0.4036,0.804
5.019092,-0.3887,0.1061,-2.51,2.542,,5.019092,0.3887,0.1061,2.51,2.542,,,,,,,,,,,,,,0.4491,0.4491,0.6776,0.4768,0.942
5.025789,-0.4443,0.1834,-2.5657,2.61,,5.025789,0.4443,0.1834,2.5657,2.61,,,,,,,,,,,,,,0.5087,0.5087,0.7744,0.5744,1.09
5.032249,-0.54,0.2955,-2.5499,2.623,,5.032249,0.54,0.2955,2.5499,2.623,,,,,,,,,,,,,,0.6156,0.6156,0.839,0.7081,1.259
5.036573,-0.623,0.3347,-2.5154,2.613,,5.036573,0.623,0.3347,2.5154,2.613,,,,,,,,,,,,,,0.6669,0.6669,0.9817,0.8157,1.44
5.040515,-0.7007,0.3875,-2.4335,2.562,,5.040515,0.7007,0.3875,2.4335,2.562,,,,,,,,,,,,,,0.7108,0.7108,1.0925,0.9044,1.586
5.045676,-0.7422,0.42,-2.3066,2.459,,5.045676,0.7422,0.42,2.3066,2.459,,,,,,,,,,,,,,0.7523,0.7523,1.217,0.974,1.731
5.049202,-0.7648,0.4775,-2.1442,2.326,,5.049202,0.7648,0.4775,2.1442,2.326,,,,,,,,,,,,,,0.7942,0.7942,1.3364,0.9839,1.84
5.054443,-0.7878,0.4877,-2.0014,2.205,,5.054443,0.7878,0.4877,2.0014,2.205,,,,,,,,,,,,,,0.7936,0.7936,1.4316,0.9629,1.899
5.059137,-0.7874,0.4888,-1.8612,2.079,,5.059137,0.7874,0.4888,1.8612,2.079,,,,,,,,,,,,,,0.8201,0.8201,1.5292,0.9204,1.964
5.065529,-0.7587,0.4756,-1.7667,1.981,,5.065529,0.7587,0.4756,1.7667,1.981,,,,,,,,,,,,,,0.8399,0.8399,1.5959,0.9137,2.022
5.069242,-0.7231,0.4458,-1.7153,1.914,,5.069242,0.7231,0.4458,1.7153,1.914,,,,,,,,,,,,,,0.8314,0.8314,1.6151,0.9501,2.05
5.074179,-0.7256,0.4401,-1.6616,1.866,,5.074179,0.7256,0.4401,1.6616,1.866,,,,,,,,,,,,,,0.8573,0.8573,1.642,0.9767,2.094
5.079089,-0.7135,0.3939,-1.6177,1.811,,5.079089,0.7135,0.3939,1.6177,1.811,,,,,,,,,,,,,,0.9108,0.9108,1.6266,1.07,2.15
5.085596,-0.6914,0.372,-1.5786,1.763,,5.085596,0.6914,0.372,1.5786,1.763,,,,,,,,,,,,,,0.9972,0.9972,1.5598,1.1891,2.2
5.089413,-0.6641,0.3576,-1.5133,1.691,,5.089413,0.6641,0.3576,1.5133,1.691,,,,,,,,,,,,,,1.0983,1.0983,1.4275,1.341,2.246
5.094287,-0.6102,0.3364,-1.4124,1.575,,5.094287,0.6102,0.3364,1.4124,1.575,,,,,,,,,,,,,,1.1579,1.1579,1.3069,1.5349,2.325
5.099483,-0.5487,0.3203,-1.2949,1.442,,5.099483,0.5487,0.3203,1.2949,1.442,,,,,,,,,,,,,,1.2846,1.2846,1.1698,1.7968,2.499
5.10543,-0.4819,0.2874,-1.1273,1.259,,5.10543,0.4819,0.2874,1.1273,1.259,,,,,,,,,,,,,,1.3617,1.3617,1.0218,2.0927,2.698
5.108925,-0.3501,0.2998,-0.9623,1.067,,5.108925,0.3501,0.2998,0.9623,1.067,,,,,,,,,,,,,,1.4357,1.4357,0.9905,2.4341,2.995
5.114654,-0.2083,0.3094,-0.7567,0.844,,5.114654,0.2083,0.3094,0.7567,0.844,,,,,,,,,,,,,,1.6164,1.6164,1.0303,2.8831,3.462
5.119209,-0.0901,0.3326,-0.5942,0.687,,5.119209,0.0901,0.3326,0.5942,0.687,,,,,,,,,,,,,,1.8173,1.8173,1.1652,3.3869,4.016
5.125472,0.0287,0.3695,-0.439,0.574,,5.125472,0.0287,0.3695,0.439,0.574,,,,,,,,,,,,,,1.9953,1.9953,1.3421,3.8762,4.562
5.131512,0.1315,0.3888,-0.3124,0.516,,5.131512,0.1315,0.3888,0.3124,0.516,,,,,,,,,,,,,,2.1533,2.1533,1.4627,4.2509,4.985
5.138074,0.2282,0.472,-0.1979,0.56,,5.138074,0.2282,0.472,0.1979,0.56,,,,,,,,,,,,,,2.2869,2.2869,1.4738,4.583,5.33
5.140292,0.2932,0.5667,-0.1216,0.649,,5.140292,0.2932,0.5667,0.1216,0.649,,,,,,,,,,,,,,2.3341,2.3341,1.3107,4.9183,5.6
5.145617,0.315,0.6226,-0.062,0.701,,5.145617,0.315,0.6226,0.062,0.701,,,,,,,,,,,,,,2.3155,2.3155,0.9584,5.2929,5.856
5.149174,0.2489,0.7647,0.0022,0.804,,5.149174,0.2489,0.7647,0.0022,0.804,,,,,,,,,,,,,,2.2875,2.2875,0.5241,5.7336,6.195
5.155174,0.1771,0.8613,0.0377,0.88,,5.155174,0.1771,0.8613,0.0377,0.88,,,,,,,,,,,,,,2.22,2.22,0.0259,6.2623,6.644
5.159584,0.0639,0.9125,0.1735,0.931,,5.159584,0.0639,0.9125,0.1735,0.931,,,,,,,,,,,,,,2.1549,2.1549,0.4226,6.7886,7.135
5.165456,-0.0359,0.9898,0.3571,1.053,,5.165456,0.0359,0.9898,0.3571,1.053,,,,,,,,,,,,,,2.1129,2.1129,0.83,7.3227,7.666
5.168962,-0.1366,1.0713,0.567,1.22,,5.168962,0.1366,1.0713,0.567,1.22,,,,,,,,,,,,,,2.1123,2.1123,1.1358,7.7839,8.145
5.174641,-0.2099,1.1256,0.8008,1.397,,5.174641,0.2099,1.1256,0.8008,1.397,,,,,,,,,,,,,,2.1145,2.1145,1.2892,8.0917,8.462
5.17931,-0.3011,1.1286,1.0587,1.576,,5.17931,0.3011,1.1286,1.0587,1.576,,,,,,,,,,,,,,2.134,2.134,1.373,8.1725,8.557
5.185641,-0.3579,1.0919,1.3239,1.753,,5.185641,0.3579,1.0919,1.3239,1.753,,,,,,,,,,,,,,2.226,2.226,1.3983,8.0319,8.451
5.189696,-0.3905,1.0609,1.5775,1.941,,5.189696,0.3905,1.0609,1.5775,1.941,,,,,,,,,,,,,,2.2549,2.2549,1.3708,7.6681,8.109
5.194437,-0.3946,1.0308,1.7739,2.089,,5.194437,0.3946,1.0308,1.7739,2.089,,,,,,,,,,,,,,2.2622,2.2622,1.3247,7.0361,7.509
5.199503,-0.3805,1.009,1.9395,2.219,,5.199503,0.3805,1.009,1.9395,2.219,,,,,,,,,,,,,,2.2916,2.2916,1.2078,6.2153,6.733
5.205937,-0.337,0.9672,2.0385,2.281,,5.205937,0.337,0.9672,2.0385,2.281,,,,,,,,,,,,,,2.2936,2.2936,1.1559,5.2273,5.824
5.20925,-0.2549,0.9633,2.1185,2.341,,5.20925,0.2549,0.9633,2.1185,2.341,,,,,,,,,,,,,,2.2787,2.2787,1.1326,4.1009,4.826
5.214538,-0.1734,1.0073,2.1148,2.349,,5.214538,0.1734,1.0073,2.1148,2.349,,,,,,,,,,,,,,2.2695,2.2695,1.1151,2.9482,3.884
5.220128,-0.1451,0.9922,2.1064,2.333,,5.220128,0.1451,0.9922,2.1064,2.333,,,,,,,,,,,,,,2.1875,2.1875,1.0831,1.8837,3.083
5.225767,-0.22,0.9596,2.0954,2.315,,5.225767,0.22,0.9596,2.0954,2.315,,,,,,,,,,,,,,2.1116,2.1116,1.088,0.8735,2.531
5.2294,-0.3285,0.8286,2.0626,2.247,,5.2294,0.3285,0.8286,2.0626,2.247,,,,,,,,,,,,,,1.9702,1.9702,1.0975,0.0973,2.257
5.234843,-0.4036,0.6625,2.0675,2.208,,5.234843,0.4036,0.6625,2.0675,2.208,,,,,,,,,,,,,,1.8727,1.8727,1.1479,0.9934,2.411
5.240199,-0.4985,0.4907,2.0835,2.198,,5.240199,0.4985,0.4907,2.0835,2.198,,,,,,,,,,,,,,1.7942,1.7942,1.2304,1.7892,2.817
5.247359,-0.5584,0.3327,2.1537,2.25,,5.247359,0.5584,0.3327,2.1537,2.25,,,,,,,,,,,,,,1.6934,1.6934,1.3505,2.5048,3.311
5.249737,-0.6199,0.1766,2.2659,2.356,,5.249737,0.6199,0.1766,2.2659,2.356,,,,,,,,,,,,,,1.6128,1.6128,1.4444,3.0906,3.774
5.254824,-0.6381,0.0725,2.4175,2.501,,5.254824,0.6381,0.0725,2.4175,2.501,,,,,,,,,,,,,,1.5521,1.5521,1.5659,3.581,4.205
5.259458,-0.6045,-0.047,2.6374,2.706,,5.259458,0.6045,0.047,2.6374,2.706,,,,,,,,,,,,,,1.5083,1.5083,1.6297,3.9339,4.517
5.266115,-0.4915,-0.0609,2.9158,2.958,,5.266115,0.4915,0.0609,2.9158,2.958,,,,,,,,,,,,,,1.44,1.44,1.6756,4.1762,4.725
5.269465,-0.2861,-0.0275,3.1884,3.201,,5.269465,0.2861,0.0275,3.1884,3.201,,,,,,,,,,,,,,1.347,1.347,1.7167,4.3281,4.847
5.274577,-0.0704,0.1027,3.3786,3.381,,5.274577,0.0704,0.1027,3.3786,3.381,,,,,,,,,,,,,,1.2335,1.2335,1.7284,4.3709,4.859
5.279818,0.1126,0.1879,3.4244,3.431,,5.279818,0.1126,0.1879,3.4244,3.431,,,,,,,,,,,,,,1.1521,1.1521,1.732,4.365,4.835
5.285625,0.1969,0.1228,3.4027,3.411,,5.285625,0.1969,0.1228,3.4027,3.411,,,,,,,,,,,,,,1.0735,1.0735,1.7367,4.2818,4.744
5.289307,0.1959,-0.102,3.3209,3.328,,5.289307,0.1959,0.102,3.3209,3.328,,,,,,,,,,,,,,1.0144,1.0144,1.7405,4.1119,4.579
5.295141,0.1352,-0.3975,3.1958,3.223,,5.295141,0.1352,0.3975,3.1958,3.223,,,,,,,,,,,,,,0.9675,0.9675,1.7223,3.915,4.385
5.299735,0.0663,-0.7038,3.0803,3.16,,5.299735,0.0663,0.7038,3.0803,3.16,,,,,,,,,,,,,,0.9258,0.9258,1.7262,3.6381,4.132
5.305796,0.016,-1.0065,3.015,3.179,,5.305796,0.016,1.0065,3.015,3.179,,,,,,,,,,,,,,0.8416,0.8416,1.7291,3.374,3.884
5.309685,0.013,-1.2798,3.0478,3.306,,5.309685,0.013,1.2798,3.0478,3.306,,,,,,,,,,,,,,0.7464,0.7464,1.7299,3.1102,3.636
5.314839,0.0663,-1.4648,3.0949,3.425,,5.314839,0.0663,1.4648,3.0949,3.425,,,,,,,,,,,,,,0.6837,0.6837,1.7202,2.8698,3.415
5.31944,0.1556,-1.5243,3.2092,3.556,,5.31944,0.1556,1.5243,3.2092,3.556,,,,,,,,,,,,,,0.6206,0.6206,1.6915,2.6381,3.195
5.32607,0.2756,-1.4912,3.3118,3.643,,5.32607,0.2756,1.4912,3.3118,3.643,,,,,,,,,,,,,,0.5527,0.5527,1.7167,2.3928,2.996
5.331104,0.3925,-1.4883,3.3313,3.67,,5.331104,0.3925,1.4883,3.3313,3.67,,,,,,,,,,,,,,0.4967,0.4967,1.7393,2.1287,2.793
5.335504,0.5659,-1.3661,3.2725,3.591,,5.335504,0.5659,1.3661,3.2725,3.591,,,,,,,,,,,,,,0.4502,0.4502,1.7671,1.8598,2.605
5.339813,0.7977,-1.1974,3.1,3.418,,5.339813,0.7977,1.1974,3.1,3.418,,,,,,,,,,,,,,0.413,0.413,1.7675,1.5763,2.404
5.345537,0.9996,-1.0452,2.7901,3.143,,5.345537,0.9996,1.0452,2.7901,3.143,,,,,,,,,,,,,,0.3643,0.3643,1.7699,1.3853,2.277
5.349632,1.1677,-0.8975,2.2905,2.723,,5.349632,1.1677,0.8975,2.2905,2.723,,,,,,,,,,,,,,0.3047,0.3047,1.7602,1.2483,2.179
5.355119,1.2933,-0.7851,1.7497,2.313,,5.355119,1.2933,0.7851,1.7497,2.313,,,,,,,,,,,,,,0.3425,0.3425,1.7461,1.1699,2.13
5.359567,1.4638,-0.6997,1.2346,2.039,,5.359567,1.4638,0.6997,1.2346,2.039,,,,,,,,,,,,,,0.3703,0.3703,1.7037,1.1428,2.085
